author,bookImage,bookname,classno,isbn,loanCnt,publication_year,publisher
곰돌이co., https://bookthumb-phinf.pstatic.net/cover/112/234/11223411.jpg?type=m1&udate=20161123,내일은 실험왕,400,9788937838330,1404,0, 미래엔
요시타케신스케, http://image.aladin.co.kr/product/7341/56/cover/k142434005_1.jpg,불만이 있어요,833,9791156130796,1709,2016, 봄나무
조영선, https://bookthumb-phinf.pstatic.net/cover/112/667/11266731.jpg?type=m1&udate=20161124,Why? 드론,0,9788930219679,1308,2016, 예림당
곰돌이co., http://image.aladin.co.kr/product/4416/54/cover/893788481x_1.jpg,내일은 실험왕,400,9788937884818,1383,0, 미래엔
곰돌이co., http://image.aladin.co.kr/product/7582/76/cover/8937839717_1.jpg,내일은 실험왕,400,9788937839719,1372,0, 미래엔
조영선, http://image.aladin.co.kr/product/7153/70/cover/8930219551_1.jpg,Why? 소프트웨어와 코딩,5,9788930219556,1309,2015, 예림당
김영탁, https://bookthumb-phinf.pstatic.net/cover/134/460/13446026.jpg?type=m1&udate=20180322,곰탕,813,9788950973759,2222,2018, Arte(아르테)
송도수, https://bookthumb-phinf.pstatic.net/cover/072/104/07210432.jpg?type=m1&udate=20170218,(코믹 메이플스토리) 수학도둑,410,9788926395462,1410,0, 서울문화사
요시타케신스케, http://image.aladin.co.kr/product/6453/64/cover/k542433141_1.jpg,이유가 있어요,833,9791156130727,1705,2015, 봄나무
베르나르베르베르, https://image.aladin.co.kr/product/16597/75/cover/k452533051_1.jpg,고양이,863,9788932919133,2608,2018, 열린책들
송도수, http://image.aladin.co.kr/product/3570/53/cover/8926395839_1.jpg,(코믹 메이플스토리) 수학도둑,410,9788926395837,1368,0, 서울문화사
스튜디오시리얼, https://bookthumb-phinf.pstatic.net/cover/069/462/06946215.jpg?type=m1&udate=20120619,마법천자문,711,9788950937911,1392,0, 아울북
송도수, https://bookthumb-phinf.pstatic.net/cover/113/054/11305489.jpg?type=m1&udate=20161124,(코믹 메이플스토리) 수학도둑,410,9788926385586,1423,0, 서울문화사
이민경, http://image.aladin.co.kr/product/15572/85/cover/s572533730_1.jpg,우리에겐 언어가 필요하다,337,9791195857906,30,2016, 봄알람
게르드브란튼베르그, https://bookthumb-phinf.pstatic.net/cover/000/639/00063951.jpg?type=m1&udate=20170105,이갈리아의 딸들,859,9788982730009,934,1996, 황금가지
다카노가즈아키, http://image.aladin.co.kr/product/1766/17/cover/896017419x_3.jpg,제노사이드 =다카노 가즈아키 장편소설 /Genocide,833,9788960174191,65,2012, 황금가지
알랭드보통, http://image.aladin.co.kr/product/9789/89/cover/k002535757_1.jpg,낭만적 연애와 그 후의 일상,843,9788956608846,1103,2016, 은행나무
미나토가나에, https://bookthumb-phinf.pstatic.net/cover/060/964/06096464.jpg?type=m1&udate=20180420,고백,833,9788992036962,1108,2009, 비채
더라스케네디, http://image.aladin.co.kr/product/714/36/cover/8984371025_1.jpg,빅 픽처,843,9788984371026,1263,2010, 밝은 세상
러네이엥겔른, https://image.aladin.co.kr/product/12010/10/cover/s842533746_1.jpg,거울 앞에서 너무 많은 시간을 보냈다,186,9788901219578,43,2017, 웅진씽크빅
구병모, http://image.aladin.co.kr/product/1103/66/cover/8957075429_1.jpg,아가미,813,9788957075425,876,2011, 자음과모음
록산게이, http://image.aladin.co.kr/product/7908/6/cover/k992434938_2.jpg,나쁜 페미니스트,337,9791195716937,190,2016, 사이행성
임경선, http://image.aladin.co.kr/product/5518/23/cover/8984318884_1.jpg,태도에 관하여,814,9788984318885,1129,2015, 한겨레출판
장강명, https://bookthumb-phinf.pstatic.net/cover/090/723/09072303.jpg?type=m1&udate=20180717,한국이 싫어서,813,9788937473074,980,2015, 민음사
기욤뮈소, http://image.aladin.co.kr/product/826/4/cover/8984371076_1.jpg,종이 여자,863,9788984371071,1189,2010, 밝은세상
다자이오사무, https://bookthumb-phinf.pstatic.net/cover/001/510/00151055.jpg?type=m1&udate=20130129,인간 실격,833,9788937461033,910,2004, 민음사
박민규, http://image.aladin.co.kr/product/425/98/cover/8959133914_1.jpg,죽은 왕녀를 위한 파반느 =박민규 장편소설 /Pavane pour une infante défunte,813,9788959133918,20,2009, 위즈덤하우스
헤르만헤세, https://bookthumb-phinf.pstatic.net/cover/000/051/00005186.jpg?type=m1&udate=20160509,데미안,853,9788937460449,1282,2000, 민음사
넬레노이하우스, http://image.aladin.co.kr/product/873/84/cover/8991239684_2.jpg,백설공주에게 죽음을,853,9788991239685,1283,2011, 북로드
안드레애치먼, https://bookthumb-phinf.pstatic.net/cover/122/711/12271173.jpg?type=m1&udate=20180406,"그해, 여름 손님",843,9791195061440,916,2017, 잔
이석원, https://bookthumb-phinf.pstatic.net/cover/061/009/06100971.jpg?type=m1&udate=20180216,보통의 존재,818,9788993928037,995,2009, 달
기욤뮈소, http://image.aladin.co.kr/product/7086/43/cover/8984372757_1.jpg,지금 이 순간,863,9788984372757,1217,2015, 밝은세상
배우, https://bookthumb-phinf.pstatic.net/cover/122/993/12299324.jpg?type=m1&udate=20171125,아무것도 아닌 지금은 없다,818,9788965704959,16,2017, 쌤앤파커스
히가시노게이고, https://bookthumb-phinf.pstatic.net/cover/080/965/08096524.jpg?type=m1&udate=20161123,공허한 십자가,833,9788957078150,1179,2014, 자음과모음
치마만다응고지아디치에, http://image.aladin.co.kr/product/15285/9/cover/k732533220_1.jpg,우리는 모두 페미니스트가 되어야 합니다,337,9788936472795,137,2016, 창비
리처드탈러, http://image.aladin.co.kr/product/358/75/cover/8901093154_3.jpg,넛지,321,9788901093154,1166,2009, 웅진씽크빅
마이클샌델, http://image.aladin.co.kr/product/709/27/cover/8934939605_3.jpg,정의란 무엇인가,193,9788934939603,1441,2010, 김영사
정세랑, https://bookthumb-phinf.pstatic.net/cover/113/062/11306271.jpg?type=m1&udate=20180117,피프티 피플,813,9788936434243,1237,2016, 창비
피터홀린스, http://image.aladin.co.kr/product/13724/47/cover/k292532822_1.jpg,혼자 있고 싶은데 외로운 건 싫어,189,9791196273149,1045,2018, 포레스트북스
베르나르베르베르, https://bookthumb-phinf.pstatic.net/cover/073/264/07326428.jpg?type=m1&udate=20160218,제3인류,863,9788932916378,1164,0, 열린책들
정희재, http://image.aladin.co.kr/product/10185/53/cover/8901214806_2.jpg,"(괜찮은 척, 아무렇지 않은 척했던 순간에도) 어쩌면 내가 가장 듣고 싶었던 말",818,9788901214801,16,2017, 웅진씽크빅
다니엘콜, https://image.aladin.co.kr/product/11997/87/cover/8998274930_1.jpg,봉제인형 살인사건,843,9788998274931,1504,2017, Book plaza(북플라자)
구병모, http://image.aladin.co.kr/product/346/0/cover/8936433695_1.jpg,위저드 베이커리 =구병모 장편소설 /Wizard bakery,813,9788936433697,1453,2009, 창비
유은정, https://bookthumb-phinf.pstatic.net/cover/112/116/11211612.jpg?type=m1&udate=20180703,혼자 잘해주고 상처받지 마라,182,9788950967291,939,2016, 북이십일
옮긴이정은희, https://bookthumb-phinf.pstatic.net/cover/135/718/13571801.jpg?type=m1&udate=20180706,"곰돌이 푸, 서두르지 않아도 괜찮아",818,9788925563367,2350,2018, RHK(알에이치코리아)
김지훈, https://bookthumb-phinf.pstatic.net/cover/107/864/10786408.jpg?type=m1&udate=20180329,(있는 그대로) 참 소중한 너라서,818,9788925559650,19,2016, RHK(알에이치코리아)
파울로코엘료, http://image.aladin.co.kr/product/30/73/cover/8982814477_2.jpg,연금술사,879,9788982814471,1402,2001, 문학동네
기욤뮈소, http://image.aladin.co.kr/product/5566/36/cover/8984372412_1.jpg,센트럴 파크,863,9788984371446,983,2014, 밝은세상
박웅현, https://bookthumb-phinf.pstatic.net/cover/067/378/06737822.jpg?type=m1&udate=20171111,책은 도끼다,1,9788956055466,1414,2011, 북하우스 퍼블리셔스
나태주, https://bookthumb-phinf.pstatic.net/cover/092/206/09220655.jpg?type=m1&udate=20180717,꽃을 보듯 너를 본다,811,9791157280292,1532,2015, 지혜
프랑수아를로르, http://image.aladin.co.kr/product/50/80/cover/8995501448_2.jpg,꾸뻬 씨의 행복 여행,863,9788995501443,1159,2004, 오래된미래
히가시노게이고, https://bookthumb-phinf.pstatic.net/cover/094/279/09427952.jpg?type=m1&udate=20180726,매스커레이드 이브,833,9788972757467,1589,2015, 현대문학
히가시노게이고, http://image.aladin.co.kr/product/254/51/cover/8979198183_1.jpg,동급생,833,9788979198188,983,2008, 창해
히가시노게이고, http://image.aladin.co.kr/product/283/95/cover/8979198477_1.jpg,옛날에 내가 죽은 집,833,9788979198478,982,2008, 창해
무라카미하루키, https://bookthumb-phinf.pstatic.net/cover/060/558/06055863.jpg?type=m1&udate=20091203,1Q84,833,9788954608657,1012,0, 문학동네
구병모, https://bookthumb-phinf.pstatic.net/cover/072/689/07268920.jpg?type=m1&udate=20150801,파과,813,9788957077740,928,2013, 자음과모음
기욤뮈소, http://image.aladin.co.kr/product/3378/28/cover/8984371289_1.jpg,내일,863,9788984371286,1038,2013, 밝은세상
구병모, http://image.aladin.co.kr/product/9131/24/cover/8959130583_1.jpg,한 스푼의 시간,813,9788959130580,846,2016, 위즈덤하우스
무라카미하루키, https://bookthumb-phinf.pstatic.net/cover/072/855/07285591.jpg?type=m1&udate=20130904,노르웨이의 숲 =Noruuei no mori,833,9788937463105,262,2013, 민음사
프랑수아즈사강, https://bookthumb-phinf.pstatic.net/cover/045/694/04569434.jpg?type=m1&udate=20130412,브람스를 좋아하세요,863,9788937461798,15,2008, 민음사
김금희, http://image.aladin.co.kr/product/7492/9/cover/8954640753_1.jpg,너무 한낮의 연애,813,9788954640756,1118,2016, 문학동네
하현, http://image.aladin.co.kr/product/10051/6/cover/k972536775_2.jpg,달의 조각,818,9791195990900,171,2017, 빌리버튼
유시민, https://bookthumb-phinf.pstatic.net/cover/060/964/06096491.jpg?type=m1&udate=20170801,청춘의 독서,29,9788901101569,964,2009, 웅진씽크빅
에밀아자르, http://image.aladin.co.kr/product/9751/78/cover/k472535448_1.jpg,자기 앞의 생,863,9788982816635,859,2003, 문학동네
서미애, http://image.aladin.co.kr/product/13269/80/cover/8954650163_2.jpg,당신의 별이 사라지던 밤,813,9788954650168,1074,2018, 문학동네
주제사라마구, http://image.aladin.co.kr/product/38/89/cover/8973374931_2.jpg,눈먼 자들의 도시,879,9788973374939,954,2002, 해냄출판사
히가시노게이고, https://bookthumb-phinf.pstatic.net/cover/029/575/02957598.jpg?type=m1&udate=20180726,붉은 손가락,833,9788972753940,1007,2007, 현대문학
홍승은, http://image.aladin.co.kr/product/10044/19/cover/8972978655_1.jpg,당신이 계속 불편하면 좋겠습니다,337,9788972978657,123,2017, 동녘
남궁인, https://bookthumb-phinf.pstatic.net/cover/107/684/10768452.jpg?type=m1&udate=20180314,만약은 없다,818,9788954641500,975,2016, 문학동네
유시민, http://image.aladin.co.kr/product/1134/35/cover/8971994274_3.jpg,국가란 무엇인가,341,9788971994276,1035,2011, 돌베개
정세랑, http://image.aladin.co.kr/product/7164/35/cover/8937473097_1.jpg,보건교사 안은영,813,9788937473098,1036,2015, 민음사
알랭드보통, http://image.aladin.co.kr/product/13707/57/cover/k002532728_1.jpg,우리는 사랑일까,843,9788956601373,215,2011, 은행나무
벨훅스, http://image.aladin.co.kr/product/15848/41/cover/k472533432_1.jpg,모두를 위한 페미니즘,337,9788954644815,15,2017, 문학동네
줄리언반스, https://bookthumb-phinf.pstatic.net/cover/068/693/06869354.jpg?type=m1&udate=20180717,예감은 틀리지 않는다,843,9788963708386,1104,2012, 다산북스
신영준, http://image.aladin.co.kr/product/7549/12/cover/k552434118_1.jpg,졸업선물,818,9791159399459,216,2016, 로크미디어
히가시노게이고, http://image.aladin.co.kr/product/3826/5/cover/8990982510_1.jpg,한여름의 방정식,833,9788990982513,1047,2014, 재인
크리스텔프티콜랭, http://image.aladin.co.kr/product/4103/68/cover/8960513911_1.jpg,나는 생각이 너무 많아,181,9788960513914,47,2014, 부키
무라카미하루키, https://bookthumb-phinf.pstatic.net/cover/063/231/06323153.jpg?type=m1&udate=20130405,1Q84,833,9788954611800,1022,0, 문학동네
임선경, http://image.aladin.co.kr/product/8228/56/cover/k562434950_1.jpg,빽넘버 =임선경 장편소설 /Back number,813,9791159251436,69,2016, 들녘
김동식, https://bookthumb-phinf.pstatic.net/cover/130/093/13009319.jpg?type=m1&udate=20180307,회색 인간,813,9791196222628,1252,2017, 요다
이가라시미키오, http://image.aladin.co.kr/product/15536/67/cover/k642533620_1.jpg,보노보노의 인생상담,199,9791130616261,910,2018, 다산북스
우타노쇼고, http://image.aladin.co.kr/product/61/13/cover/8959750220_1.jpg,벚꽃 지는 계절에 그대를 그리워하네,833,9788959750221,18,2005, 한스미디어
앨릭스코브, http://image.aladin.co.kr/product/13494/71/cover/k052532504_2.jpg,우울할 땐 뇌과학,513,9791156757344,1216,2018, 푸른숲
클라우스슈밥, http://image.aladin.co.kr/product/8099/96/cover/8962805901_2.jpg,클라우스 슈밥의 제4차 산업혁명,331,9788962805901,997,2016, 메가스터디
칼세이건, http://image.aladin.co.kr/product/87/9/cover/8983711892_2.jpg,코스모스,443,9788983711892,1414,2006, 사이언스북스
최은영, https://image.aladin.co.kr/product/15133/51/cover/8954651828_1.jpg,내게 무해한 사람,813,9788954651820,2736,2018, 문학동네
채사장, http://image.aladin.co.kr/product/12596/20/cover/k252532871_1.jpg,우리는 언젠가 만난다,1,9791188248124,1045,2017, Whale Books(웨일북)
정재찬, https://bookthumb-phinf.pstatic.net/cover/091/887/09188722.jpg?type=m1&udate=20180717,시를 잊은 그대에게,811,9788958628224,1114,2015, Humanist(휴머니스트)
알랭드보통, https://bookthumb-phinf.pstatic.net/cover/067/930/06793081.jpg?type=m1&udate=20171011,불안,332,9788956605593,235,2012, 은행나무
무라카미하루키, https://bookthumb-phinf.pstatic.net/cover/080/089/08008947.jpg?type=m1&udate=20180314,여자 없는 남자들,833,9788954625586,993,2014, 문학동네
리브콘스탄틴, https://image.aladin.co.kr/product/12348/92/cover/k582531251_2.jpg,마지막 패리시 부인,843,9791158510824,239,2017, 나무의철학
유시민, http://image.aladin.co.kr/product/8454/76/cover/8965133750_3.jpg,표현의 기술,802,9788965133759,1194,2016, 아름다운사람들
최진영, http://image.aladin.co.kr/product/11281/18/cover/893747316x_1.jpg,해가 지는 곳으로,813,9788937473166,22,2017, 민음사
전승환, https://bookthumb-phinf.pstatic.net/cover/107/408/10740832.jpg?type=m1&udate=20180717,나에게 고맙다,818,9788968330889,988,2016, 백도씨
앤디위어, https://image.aladin.co.kr/product/12420/58/cover/8925562596_1.jpg,아르테미스,843,9788925562599,150,2017, RHK(알에이치코리아)
기시유스케, http://image.aladin.co.kr/product/22/43/cover/8979196180_1.gif,검은 집,833,9788979196184,92,2004, 창해
천명관, https://bookthumb-phinf.pstatic.net/cover/014/849/01484987.jpg?type=m1&udate=20130128,고래,813,9788982819278,946,0, 문학동네
히가시노게이고, https://bookthumb-phinf.pstatic.net/cover/053/015/05301587.jpg?type=m1&udate=20180727,유성의 인연,833,9788972754282,945,2009, 현대문학
김소영, http://image.aladin.co.kr/product/14224/28/cover/k602532537_1.jpg,진작 할 걸 그랬어,818,9791162203637,1559,2018, 위즈덤하우스미디어그룹
J.K.롤링, https://bookthumb-phinf.pstatic.net/cover/112/970/11297057.jpg?type=m1&udate=20170828,해리포터,842,9788983926296,1122,2016, 문학수첩
김범준, http://image.aladin.co.kr/product/11147/97/cover/8960863858_1.jpg,모든 관계는 말투에서 시작된다,802,9788960863859,987,2017, 위즈덤하우스
일자샌드, http://image.aladin.co.kr/product/10292/94/cover/k152536281_1.jpg,센서티브,182,9791130611099,19,2017, 다산북스
J.K.롤링, https://bookthumb-phinf.pstatic.net/cover/112/431/11243168.jpg?type=m1&udate=20171223,해리포터,842,9788983926289,1151,2016, 문학수첩
채사장, http://image.aladin.co.kr/product/16591/67/cover/k312533955_1.jpg,시민의 교양,1,9791195677108,881,2015, Whale books(웨일북)
조남주, http://image.aladin.co.kr/product/14555/74/cover/k942533427_1.jpg,그녀 이름은,813,9791130617084,1913,2018, 다산북스
손원평, https://image.aladin.co.kr/product/11987/76/cover/k672531630_1.jpg,서른의 반격,813,9791196199807,47,2017, 은행나무
배르벨바르데츠키, http://image.aladin.co.kr/product/3334/57/cover/8901161192_3.jpg,너는 나에게 상처를 줄 수 없다,189,9788901161198,23,2013, 웅진씽크빅
밀란쿤데라, https://bookthumb-phinf.pstatic.net/cover/062/061/06206142.jpg?type=m1&udate=20160418,참을 수 없는 존재의 가벼움,892,9788937462344,20,2009, 민음사
